,Gini
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.001980000000000093
7,0.001980000000000093
8,0.001980000000000093
9,0.001980000000000093
10,0.001980000000000093
11,0.001980000000000093
12,0.001980000000000093
13,0.001980000000000093
14,0.001980000000000093
15,0.001980000000000093
16,0.001980000000000093
17,0.001980000000000093
18,0.001980000000000093
19,0.001980000000000093
20,0.001980000000000093
21,0.001980000000000093
22,0.001980000000000093
23,0.001980000000000093
24,0.001980000000000093
25,0.001980000000000093
26,0.0039199999999999235
27,0.0039199999999999235
28,0.0039199999999999235
29,0.0039199999999999235
30,0.0039199999999999235
31,0.0039199999999999235
32,0.0039199999999999235
33,0.0039199999999999235
34,0.0039199999999999235
35,0.0039199999999999235
36,0.0039199999999999235
37,0.0039199999999999235
38,0.0039199999999999235
39,0.0039199999999999235
40,0.0039199999999999235
41,0.0039199999999999235
42,0.0039199999999999235
43,0.0039199999999999235
44,0.0039199999999999235
45,0.007679999999999909
46,0.007679999999999909
47,0.007679999999999909
48,0.007679999999999909
49,0.007679999999999909
50,0.007679999999999909
51,0.007679999999999909
52,0.007679999999999909
53,0.007679999999999909
54,0.007679999999999909
55,0.007679999999999909
56,0.007679999999999909
57,0.007679999999999909
58,0.007679999999999909
59,0.007679999999999909
60,0.007679999999999909
61,0.007679999999999909
62,0.007679999999999909
63,0.007679999999999909
64,0.007679999999999909
65,0.007679999999999909
66,0.007679999999999909
67,0.007679999999999909
68,0.007679999999999909
69,0.007679999999999909
70,0.007679999999999909
71,0.007679999999999909
72,0.007679999999999909
73,0.007679999999999909
74,0.007679999999999909
75,0.007679999999999909
76,0.007679999999999909
77,0.007679999999999909
78,0.007679999999999909
79,0.007679999999999909
80,0.007679999999999909
81,0.007679999999999909
82,0.007679999999999909
83,0.007679999999999909
84,0.007679999999999909
85,0.009500000000000064
86,0.009500000000000064
87,0.009500000000000064
88,0.009500000000000064
89,0.009500000000000064
90,0.009500000000000064
91,0.009500000000000064
92,0.009500000000000064
93,0.009500000000000064
94,0.009500000000000064
95,0.009500000000000064
96,0.009500000000000064
97,0.009500000000000064
98,0.009500000000000064
99,0.009500000000000064
