Step,AgentID,Wealth,Steps_not_given,Tech_Adoption
2,154,10,1,1
2,155,10,1,1
2,156,10,1,1
2,157,10,1,1
2,158,10,1,1
2,159,10,1,1
2,160,10,0,0
2,161,10,1,1
2,162,10,1,1
2,163,10,1,1
2,164,10,0,0
2,165,10,1,1
2,166,10,1,1
2,167,10,1,1
2,168,10,0,0
2,169,10,0,0
2,170,10,1,1
2,171,10,1,1
2,172,10,0,0
2,173,10,1,1
2,174,10,1,1
2,175,10,1,1
2,176,10,1,1
2,177,10,0,0
2,178,10,1,1
2,179,10,1,1
2,180,10,1,1
2,181,10,1,1
2,182,10,0,0
2,183,10,1,1
2,184,10,1,1
2,185,10,1,1
2,186,10,1,1
2,187,10,1,1
2,188,10,1,1
2,189,10,1,1
2,190,10,1,1
2,191,10,1,1
2,192,10,1,1
2,193,10,0,0
2,194,10,1,1
2,195,10,1,1
2,196,10,1,1
2,197,10,1,1
2,198,10,1,1
2,199,10,1,1
2,200,10,0,0
3,1,10,2,2
3,2,10,2,2
3,3,10,2,2
3,4,10,2,2
3,5,10,2,2
3,6,10,2,2
3,7,10,2,2
3,8,10,0,0
3,9,10,2,2
3,10,10,2,2
3,11,10,2,2
3,12,10,2,2
3,13,10,1,1
3,14,10,2,2
3,15,10,2,2
3,16,10,2,2
3,17,10,2,2
3,18,10,2,2
3,19,10,2,2
3,20,9,0,1
3,21,10,2,2
3,22,10,1,1
3,23,10,2,2
3,24,10,2,2
3,25,10,2,2
3,26,10,2,2
3,27,10,2,2
3,28,10,0,1
3,29,10,2,2
3,30,10,0,1
3,31,10,0,0
3,32,10,2,2
3,33,10,1,1
3,34,10,1,1
3,35,10,0,1
3,36,10,2,2
3,37,10,2,2
3,38,10,2,2
3,39,10,2,2
3,40,10,2,2
3,41,10,2,2
3,42,10,2,2
3,43,10,2,2
3,44,10,2,2
3,45,10,2,2
3,46,10,0,0
3,47,10,2,2
3,48,10,2,2
3,49,10,2,2
3,50,10,2,2
3,51,10,2,2
3,52,10,2,2
3,53,10,0,1
3,54,10,2,2
3,55,10,2,2
3,56,10,2,2
3,57,10,2,2
3,58,10,2,2
3,59,10,2,2
3,60,10,2,2
3,61,10,2,2
3,62,10,2,2
3,63,10,2,2
3,64,10,2,2
3,65,10,0,1
3,66,10,2,2
3,67,10,2,2
3,68,10,2,2
3,69,10,2,2
3,70,10,0,1
3,71,10,2,2
3,72,10,2,2
3,73,10,2,2
3,74,10,2,2
3,75,10,2,2
3,76,10,2,2
3,77,10,2,2
3,78,10,2,2
3,79,10,2,2
3,80,10,2,2
3,81,10,2,2
3,82,10,0,0
3,83,10,2,2
3,84,10,0,1
3,85,10,0,0
3,86,10,2,2
3,87,10,2,2
3,88,10,2,2
3,89,10,2,2
3,90,10,2,2
3,91,10,2,2
3,92,10,2,2
3,93,10,1,1
3,94,10,2,2
3,95,10,2,2
3,96,10,2,2
3,97,10,2,2
3,98,10,2,2
3,99,10,2,2
3,100,10,2,2
3,101,10,2,2
3,102,10,2,2
3,103,10,1,1
3,104,10,2,2
3,105,10,2,2
3,106,10,2,2
3,107,10,2,2
3,108,10,0,0
3,109,10,0,1
3,110,10,1,1
3,111,10,2,2
3,112,10,2,2
3,113,10,2,2
3,114,10,1,1
3,115,10,2,2
3,116,10,2,2
3,117,10,2,2
3,118,10,2,2
3,119,10,2,2
3,120,10,2,2
3,121,10,2,2
3,122,10,2,2
3,123,10,2,2
3,124,11,0,0
3,125,10,2,2
3,126,10,2,2
3,127,10,1,1
3,128,10,1,1
3,129,10,2,2
3,130,10,2,2
3,131,10,0,1
3,132,10,2,2
3,133,10,2,2
3,134,10,2,2
3,135,10,2,2
3,136,10,2,2
3,137,10,2,2
3,138,10,0,1
3,139,10,2,2
3,140,10,0,1
3,141,10,0,0
3,142,10,2,2
3,143,10,2,2
3,144,10,2,2
3,145,10,2,2
3,146,10,2,2
3,147,10,2,2
3,148,10,2,2
3,149,10,2,2
3,150,10,0,1
3,151,10,1,1
3,152,10,2,2
3,153,10,2,2
3,154,10,0,1
3,155,10,0,1
3,156,10,2,2
3,157,10,2,2
3,158,10,2,2
3,159,10,2,2
3,160,10,1,1
3,161,10,2,2
3,162,10,2,2
3,163,10,2,2
3,164,10,0,0
3,165,10,2,2
3,166,10,2,2
3,167,10,2,2
3,168,10,1,1
3,169,10,1,1
3,170,10,0,1
3,171,10,2,2
3,172,10,0,0
3,173,10,2,2
3,174,10,2,2
3,175,10,2,2
3,176,10,2,2
3,177,10,1,1
3,178,10,2,2
3,179,10,2,2
3,180,10,2,2
3,181,10,0,1
3,182,10,1,1
3,183,10,2,2
3,184,10,2,2
3,185,10,2,2
3,186,10,2,2
3,187,10,2,2
3,188,10,2,2
3,189,10,2,2
3,190,10,2,2
3,191,10,2,2
3,192,10,2,2
3,193,10,0,0
3,194,10,2,2
3,195,10,2,2
3,196,10,2,2
3,197,10,2,2
3,198,10,2,2
3,199,10,2,2
3,200,10,0,0
4,1,10,3,3
4,2,10,3,3
4,3,10,3,3
4,4,10,3,3
4,5,10,0,2
4,6,10,3,3
4,7,10,0,2
4,8,10,0,0
4,9,10,3,3
4,10,10,3,3
4,11,10,0,2
4,12,10,3,3
4,13,10,2,2
4,14,10,3,3
4,15,10,0,2
4,16,10,3,3
4,17,10,3,3
4,18,10,3,3
4,19,10,0,2
4,20,9,1,2
4,21,10,3,3
4,22,10,2,2
4,23,10,3,3
4,24,10,3,3
4,25,10,3,3
4,26,10,3,3
4,27,10,0,2
4,28,10,0,1
4,29,10,3,3
4,30,10,1,2
4,31,10,1,1
4,32,10,3,3
4,33,10,0,1
4,34,10,2,2
4,35,10,0,1
4,36,10,3,3
4,37,10,3,3
4,38,10,3,3
4,39,10,0,2
4,40,10,3,3
4,41,10,3,3
4,42,10,3,3
4,43,10,3,3
4,44,10,3,3
4,45,10,3,3
4,46,10,0,0
4,47,10,3,3
4,48,10,3,3
4,49,10,3,3
4,50,10,3,3
4,51,10,0,2
4,52,10,3,3
4,53,10,1,2
4,54,10,0,2
4,55,10,3,3
4,56,10,3,3
4,57,10,3,3
4,58,10,3,3
4,59,10,3,3
4,60,10,3,3
4,61,10,3,3
4,62,10,3,3
4,63,10,3,3
4,64,10,3,3
4,65,10,1,2
4,66,10,3,3
4,67,10,3,3
4,68,10,0,2
4,69,10,3,3
4,70,10,0,1
4,71,10,3,3
4,72,10,3,3
4,73,10,0,2
4,74,10,3,3
4,75,10,3,3
4,76,10,3,3
4,77,10,3,3
4,78,10,3,3
4,79,10,0,2
4,80,10,3,3
4,81,10,3,3
4,82,10,1,1
4,83,10,3,3
4,84,10,1,2
4,85,10,1,1
4,86,10,3,3
4,87,10,3,3
4,88,10,3,3
4,89,10,3,3
4,90,10,3,3
4,91,10,0,2
4,92,10,3,3
4,93,10,0,1
4,94,10,3,3
4,95,10,0,2
4,96,10,3,3
4,97,10,3,3
4,98,10,3,3
4,99,10,3,3
4,100,10,3,3
4,101,10,0,2
4,102,10,3,3
4,103,10,2,2
4,104,10,3,3
4,105,10,3,3
4,106,10,3,3
4,107,10,0,2
4,108,10,0,0
4,109,10,1,2
4,110,10,0,1
4,111,10,3,3
4,112,10,3,3
4,113,10,3,3
4,114,10,2,2
4,115,10,3,3
4,116,10,3,3
4,117,10,3,3
4,118,10,3,3
4,119,10,3,3
4,120,10,0,2
4,121,10,0,2
4,122,10,3,3
4,123,10,3,3
4,124,11,1,1
4,125,10,0,2
4,126,10,3,3
4,127,10,0,1
4,128,10,0,1
4,129,10,3,3
4,130,10,3,3
4,131,10,1,2
4,132,10,3,3
4,133,10,3,3
4,134,10,3,3
4,135,10,3,3
4,136,10,3,3
4,137,10,3,3
4,138,10,1,2
4,139,10,3,3
4,140,10,0,1
4,141,10,1,1
4,142,10,3,3
4,143,10,3,3
4,144,10,3,3
4,145,10,3,3
4,146,10,3,3
4,147,10,3,3
4,148,10,3,3
4,149,10,3,3
4,150,10,1,2
4,151,10,2,2
4,152,10,3,3
4,153,10,3,3
4,154,10,1,2
4,155,10,0,1
4,156,10,3,3
4,157,10,3,3
4,158,10,3,3
4,159,10,3,3
4,160,10,2,2
4,161,10,3,3
4,162,10,3,3
4,163,10,3,3
4,164,10,0,0
4,165,10,3,3
4,166,10,3,3
4,167,10,0,2
4,168,10,2,2
4,169,10,2,2
4,170,10,1,2
4,171,10,0,2
4,172,10,1,1
4,173,10,3,3
4,174,10,3,3
4,175,10,3,3
4,176,10,3,3
4,177,10,2,2
4,178,10,3,3
4,179,10,0,2
4,180,10,3,3
4,181,10,0,1
4,182,10,0,1
4,183,10,0,2
4,184,10,3,3
4,185,10,0,2
4,186,10,0,2
4,187,10,3,3
4,188,10,0,2
4,189,10,3,3
4,190,10,3,3
4,191,10,3,3
4,192,10,3,3
4,193,10,1,1
4,194,10,3,3
4,195,10,3,3
4,196,10,3,3
4,197,10,3,3
4,198,10,3,3
4,199,10,3,3
4,200,10,1,1
5,1,10,4,4
5,2,10,4,4
5,3,10,4,4
5,4,10,4,4
5,5,10,0,2
5,6,10,4,4
5,7,10,0,2
5,8,10,1,1
5,9,10,0,3
5,10,10,4,4
5,11,10,1,3
5,12,10,4,4
5,13,10,3,3
5,14,10,4,4
5,15,10,1,3
5,16,10,4,4
5,17,10,4,4
5,18,10,4,4
5,19,10,1,3
5,20,9,2,3
5,21,10,4,4
5,22,10,0,2
5,23,10,4,4
5,24,10,4,4
5,25,10,4,4
5,26,10,4,4
5,27,10,0,2
5,28,10,1,2
5,29,10,0,3
5,30,10,2,3
5,31,10,0,1
5,32,10,4,4
5,33,10,1,2
5,34,10,3,3
5,35,10,0,1
5,36,10,4,4
5,37,10,4,4
5,38,10,4,4
5,39,10,1,3
5,40,10,4,4
5,41,10,4,4
5,42,10,4,4
5,43,10,4,4
5,44,10,4,4
5,45,10,4,4
5,46,10,1,1
5,47,10,0,3
5,48,10,4,4
5,49,10,4,4
5,50,10,0,3
5,51,10,1,3
5,52,10,4,4
5,53,10,0,2
5,54,10,1,3
5,55,10,4,4
5,56,10,4,4
5,57,10,4,4
5,58,10,4,4
5,59,10,4,4
5,60,10,4,4
5,61,10,4,4
5,62,10,4,4
5,63,10,4,4
5,64,10,4,4
5,65,10,0,2
5,66,10,0,3
5,67,10,4,4
5,68,10,0,2
5,69,10,4,4
5,70,10,1,2
5,71,10,4,4
5,72,10,4,4
5,73,10,1,3
5,74,10,4,4
5,75,10,4,4
5,76,10,4,4
5,77,10,4,4
5,78,10,4,4
5,79,10,1,3
5,80,10,4,4
5,81,10,4,4
5,82,10,2,2
5,83,10,4,4
5,84,10,2,3
5,85,10,0,1
5,86,10,4,4
5,87,10,4,4
5,88,10,4,4
5,89,10,4,4
5,90,10,0,3
5,91,10,1,3
5,92,10,4,4
5,93,10,1,2
5,94,10,4,4
5,95,10,1,3
5,96,10,4,4
5,97,10,4,4
5,98,10,4,4
5,99,10,4,4
5,100,10,4,4
5,101,10,1,3
5,102,10,4,4
5,103,10,0,2
5,104,10,0,3
5,105,10,4,4
5,106,10,4,4
5,107,10,1,3
5,108,10,0,0
5,109,10,2,3
5,110,10,1,2
5,111,10,4,4
5,112,10,0,3
5,113,10,4,4
5,114,10,3,3
5,115,10,4,4
5,116,10,4,4
5,117,10,4,4
5,118,10,4,4
5,119,10,4,4
5,120,10,0,2
5,121,10,1,3
5,122,10,4,4
5,123,10,4,4
5,124,11,2,2
5,125,10,1,3
5,126,10,0,3
5,127,10,1,2
5,128,10,0,1
5,129,10,4,4
5,130,10,4,4
5,131,10,2,3
5,132,10,4,4
5,133,10,4,4
5,134,10,4,4
5,135,10,4,4
5,136,10,4,4
5,137,10,4,4
5,138,10,2,3
5,139,10,4,4
5,140,10,1,2
5,141,10,2,2
5,142,10,4,4
5,143,10,4,4
5,144,10,4,4
5,145,10,4,4
5,146,10,4,4
5,147,10,4,4
5,148,10,4,4
5,149,10,4,4
5,150,10,2,3
5,151,10,0,2
5,152,10,4,4
5,153,10,4,4
5,154,10,2,3
5,155,10,1,2
5,156,10,4,4
5,157,10,4,4
5,158,10,0,3
5,159,10,4,4
5,160,10,3,3
5,161,10,0,3
5,162,10,4,4
5,163,10,4,4
5,164,10,1,1
5,165,10,4,4
5,166,10,4,4
5,167,10,1,3
5,168,10,3,3
5,169,10,3,3
5,170,10,2,3
5,171,10,1,3
5,172,10,2,2
5,173,10,4,4
5,174,10,4,4
5,175,10,4,4
5,176,10,4,4
5,177,10,3,3
5,178,10,4,4
5,179,10,1,3
5,180,10,4,4
5,181,10,1,2
5,182,10,1,2
5,183,10,0,2
5,184,10,0,3
5,185,10,1,3
5,186,10,1,3
5,187,10,4,4
5,188,10,1,3
5,189,10,0,3
5,190,10,4,4
5,191,10,4,4
5,192,10,4,4
5,193,10,2,2
5,194,10,4,4
5,195,10,4,4
5,196,10,0,3
5,197,10,4,4
5,198,10,0,3
5,199,10,4,4
5,200,10,0,1
6,1,10,5,5
6,2,10,5,5
6,3,10,5,5
6,4,10,5,5
6,5,10,0,2
6,6,10,5,5
6,7,10,1,3
6,8,10,2,2
6,9,10,1,4
6,10,10,5,5
6,11,10,0,3
6,12,10,5,5
6,13,10,4,4
6,14,10,5,5
6,15,10,2,4
6,16,10,5,5
6,17,10,5,5
6,18,10,5,5
6,19,10,2,4
6,20,9,3,4
6,21,10,5,5
6,22,10,1,3
6,23,10,5,5
6,24,10,5,5
6,25,10,5,5
6,26,10,5,5
6,27,10,1,3
6,28,10,2,3
6,29,10,1,4
6,30,10,3,4
6,31,10,1,2
6,32,10,5,5
6,33,10,0,2
6,34,10,4,4
6,35,10,0,1
6,36,10,5,5
6,37,10,5,5
6,38,10,5,5
6,39,10,0,3
6,40,10,5,5
6,41,10,5,5
6,42,10,5,5
6,43,10,5,5
6,44,10,5,5
6,45,10,5,5
6,46,10,2,2
6,47,10,1,4
6,48,10,0,4
6,49,10,5,5
6,50,10,0,3
6,51,10,2,4
6,52,10,0,4
6,53,10,1,3
6,54,10,2,4
6,55,10,5,5
6,56,10,5,5
6,57,10,5,5
6,58,10,5,5
6,59,10,5,5
6,60,10,5,5
6,61,10,5,5
6,62,10,5,5
6,63,10,5,5
6,64,10,5,5
6,65,10,1,3
6,66,10,1,4
6,67,10,5,5
6,68,10,1,3
6,69,10,5,5
6,70,10,2,3
6,71,10,5,5
6,72,10,5,5
6,73,10,2,4
6,74,10,5,5
6,75,10,5,5
6,76,10,5,5
6,77,10,5,5
6,78,10,5,5
6,79,10,2,4
6,80,10,5,5
6,81,10,5,5
6,82,10,3,3
6,83,10,5,5
6,84,10,3,4
6,85,10,0,1
6,86,10,5,5
6,87,10,5,5
6,88,10,5,5
6,89,10,5,5
6,90,10,0,3
6,91,10,0,3
6,92,10,5,5
6,93,10,2,3
6,94,10,5,5
6,95,10,2,4
6,96,10,5,5
6,97,10,5,5
6,98,10,5,5
6,99,10,5,5
6,100,10,5,5
6,101,10,2,4
6,102,10,5,5
6,103,10,0,2
6,104,10,1,4
6,105,10,5,5
6,106,10,5,5
6,107,10,2,4
6,108,10,1,1
6,109,10,3,4
6,110,10,2,3
6,111,10,5,5
6,112,10,0,3
6,113,10,5,5
6,114,10,4,4
6,115,10,5,5
6,116,10,5,5
6,117,10,5,5
6,118,10,5,5
6,119,10,5,5
6,120,10,1,3
6,121,10,2,4
6,122,10,5,5
6,123,10,5,5
6,124,11,3,3
6,125,10,2,4
6,126,10,1,4
6,127,10,2,3
6,128,10,0,1
6,129,10,5,5
6,130,10,5,5
6,131,10,3,4
6,132,10,5,5
6,133,10,0,4
6,134,10,5,5
6,135,10,0,4
6,136,10,5,5
6,137,10,5,5
6,138,10,3,4
6,139,10,5,5
6,140,10,2,3
6,141,10,0,2
6,142,10,5,5
6,143,10,5,5
6,144,10,5,5
6,145,10,5,5
6,146,10,5,5
6,147,10,5,5
6,148,10,5,5
6,149,10,5,5
6,150,10,3,4
6,151,10,1,3
6,152,10,5,5
6,153,10,5,5
6,154,10,3,4
6,155,10,2,3
6,156,10,5,5
6,157,10,5,5
6,158,10,1,4
6,159,10,5,5
6,160,10,4,4
6,161,10,1,4
6,162,10,5,5
6,163,10,0,4
6,164,10,2,2
6,165,10,5,5
6,166,10,5,5
6,167,10,2,4
6,168,10,4,4
6,169,10,4,4
6,170,10,3,4
6,171,10,0,3
6,172,10,3,3
6,173,10,5,5
6,174,10,5,5
6,175,10,5,5
6,176,10,5,5
6,177,10,4,4
6,178,10,5,5
6,179,10,2,4
6,180,10,5,5
6,181,10,2,3
6,182,10,2,3
6,183,10,1,3
6,184,10,1,4
6,185,10,2,4
6,186,10,2,4
6,187,10,5,5
6,188,10,2,4
6,189,10,1,4
6,190,10,5,5
6,191,10,5,5
6,192,10,5,5
6,193,10,3,3
6,194,10,5,5
6,195,10,0,4
6,196,10,1,4
6,197,10,5,5
6,198,10,0,3
6,199,10,5,5
6,200,10,0,1
7,1,10,0,5
7,2,10,6,6
7,3,10,6,6
7,4,10,6,6
7,5,10,1,3
7,6,10,6,6
7,7,10,2,4
7,8,10,3,3
7,9,10,0,4
7,10,10,6,6
7,11,10,1,4
7,12,10,6,6
7,13,10,5,5
7,14,10,6,6
7,15,10,3,5
7,16,10,0,5
7,17,10,6,6
7,18,10,6,6
7,19,10,3,5
7,20,9,4,5
7,21,10,6,6
7,22,10,2,4
7,23,10,6,6
7,24,10,6,6
7,25,10,6,6
7,26,10,6,6
7,27,10,2,4
7,28,10,3,4
7,29,10,2,5
7,30,10,4,5
7,31,10,2,3
7,32,10,6,6
7,33,10,1,3
7,34,10,5,5
7,35,10,1,2
7,36,10,6,6
7,37,10,0,5
7,38,10,6,6
7,39,10,1,4
7,40,10,6,6
7,41,10,6,6
7,42,10,0,5
7,43,10,0,5
7,44,10,0,5
7,45,10,6,6
7,46,10,0,2
7,47,10,2,5
7,48,10,1,5
7,49,10,6,6
7,50,10,1,4
7,51,10,3,5
7,52,10,1,5
7,53,10,2,4
7,54,10,3,5
7,55,10,6,6
7,56,10,6,6
7,57,10,6,6
7,58,10,6,6
7,59,10,6,6
7,60,10,6,6
7,61,10,6,6
7,62,10,6,6
7,63,10,6,6
7,64,10,6,6
7,65,10,2,4
7,66,10,2,5
7,67,10,6,6
7,68,10,2,4
7,69,10,6,6
7,70,10,3,4
7,71,10,6,6
7,72,10,6,6
7,73,10,3,5
7,74,10,6,6
7,75,10,6,6
7,76,10,0,5
7,77,10,6,6
7,78,10,6,6
7,79,10,3,5
7,80,10,6,6
7,81,10,6,6
7,82,10,0,3
7,83,10,0,5
7,84,10,4,5
7,85,10,1,2
7,86,10,6,6
7,87,10,6,6
7,88,10,6,6
7,89,10,6,6
7,90,10,1,4
7,91,10,1,4
7,92,10,6,6
7,93,10,3,4
7,94,10,6,6
7,95,10,3,5
7,96,10,0,5
7,97,10,6,6
7,98,10,6,6
7,99,10,6,6
7,100,10,6,6
7,101,10,3,5
7,102,10,6,6
7,103,10,1,3
7,104,10,2,5
7,105,10,6,6
7,106,10,6,6
7,107,10,3,5
7,108,10,2,2
7,109,10,4,5
7,110,10,0,3
7,111,10,6,6
7,112,10,1,4
7,113,10,6,6
7,114,10,5,5
7,115,10,6,6
7,116,10,6,6
7,117,10,6,6
7,118,10,6,6
7,119,10,6,6
7,120,10,2,4
7,121,10,3,5
7,122,10,6,6
7,123,10,6,6
7,124,11,0,3
7,125,10,3,5
7,126,10,2,5
7,127,10,3,4
7,128,10,1,2
7,129,10,6,6
7,130,10,6,6
7,131,10,4,5
7,132,10,6,6
7,133,10,1,5
7,134,10,6,6
7,135,10,0,4
7,136,10,6,6
7,137,10,6,6
7,138,10,4,5
7,139,10,6,6
7,140,10,3,4
7,141,10,0,2
7,142,10,6,6
7,143,10,6,6
7,144,10,0,5
7,145,10,6,6
7,146,10,6,6
7,147,10,6,6
7,148,10,6,6
7,149,10,6,6
7,150,10,4,5
7,151,10,2,4
7,152,10,6,6
7,153,10,6,6
7,154,10,4,5
7,155,10,3,4
7,156,10,6,6
7,157,10,6,6
7,158,10,2,5
7,159,10,6,6
7,160,10,5,5
7,161,10,2,5
7,162,10,6,6
7,163,10,0,4
7,164,10,0,2
7,165,10,6,6
7,166,10,6,6
7,167,10,3,5
7,168,10,5,5
7,169,10,5,5
7,170,10,4,5
7,171,10,0,3
7,172,10,4,4
7,173,10,6,6
7,174,10,6,6
7,175,10,6,6
7,176,10,6,6
7,177,10,5,5
7,178,10,0,5
7,179,10,3,5
7,180,10,0,5
7,181,10,3,4
7,182,10,3,4
7,183,10,2,4
7,184,10,2,5
7,185,10,3,5
7,186,10,3,5
7,187,10,6,6
7,188,10,3,5
7,189,10,2,5
7,190,10,0,5
7,191,10,0,5
7,192,10,6,6
7,193,10,0,3
7,194,10,6,6
